issue,polviews,verb_ab,id,quest,answer,arg,counter_arg,exposure,belief_before,belief_now
marhisp,liberal,high,844,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,1|5|8,4|3|2,0,50,70
marhisp,liberal,high,347,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,0|5|1,2,0,65,80
marhisp,liberal,high,414,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,1,2,0,75,80
marhisp,liberal,high,483,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,5,4,0,10,65
marhomo,liberal,high,89,Homosexual couples should have the right to marry one another.,1,5|0|1,4|3|6|2,1,30,65
marhomo,liberal,high,678,Homosexual couples should have the right to marry one another.,1,1,3|4,1,30,60
marhomo,liberal,high,27,Homosexual couples should have the right to marry one another.,1,1|5|0,1|4,0,15,75
marhomo,liberal,high,788,Homosexual couples should have the right to marry one another.,1,0|5,4|2,0,30,65
marhomo,liberal,high,915,Homosexual couples should have the right to marry one another.,1,5|0|7|1,3|4|2,0,30,60
marhomo,liberal,high,667,Homosexual couples should have the right to marry one another.,1,8,6,1,45,55
marhomo,liberal,high,273,Homosexual couples should have the right to marry one another.,1,5|1,2|4,1,20,65
marhomo,liberal,high,839,Homosexual couples should have the right to marry one another.,1,7|1|5,4|2|3|1,0,20,65
marhomo,liberal,high,29,Homosexual couples should have the right to marry one another.,1,5|1,4,1,20,70
marhomo,liberal,high,501,Homosexual couples should have the right to marry one another.,1,5|1,3|4,0,38,57
marhomo,liberal,high,321,Homosexual couples should have the right to marry one another.,1,5,4,0,35,65
marhomo,liberal,high,358,Homosexual couples should have the right to marry one another.,1,7|5|6,3|8,1,35,85
marhomo,liberal,high,347,Homosexual couples should have the right to marry one another.,1,0|5|1,4,0,55,70
marhomo,liberal,high,924,Homosexual couples should have the right to marry one another.,1,5|1,4,1,40,60
marhomo,liberal,high,798,Homosexual couples should have the right to marry one another.,1,8,4,1,30,70
marhomo,liberal,high,611,Homosexual couples should have the right to marry one another.,1,7|5|1,4,0,20,85
marhomo,liberal,high,734,Homosexual couples should have the right to marry one another.,1,5|1|7|0|4,4|3,0,25,40
marhomo,liberal,high,906,Homosexual couples should have the right to marry one another.,1,5|1|0,8,0,37,90
marhomo,liberal,high,263,Homosexual couples should have the right to marry one another.,1,1|5,4|5,0,10,70
marhomo,liberal,high,483,Homosexual couples should have the right to marry one another.,1,1|5|7,3|4,1,25,75
marhomo,liberal,high,892,Homosexual couples should have the right to marry one another.,1,5,4,1,25,75
marhomo,liberal,high,925,Homosexual couples should have the right to marry one another.,1,1|5,3|4,0,50,50
marhomo,liberal,high,473,Homosexual couples should have the right to marry one another.,1,1|5,4|3,0,5,80
marhomo,liberal,high,709,Homosexual couples should have the right to marry one another.,1,1|0|5,4,0,35,70
marhomo,liberal,high,247,Homosexual couples should have the right to marry one another.,1,0|5,4,0,40,80
marhomo,liberal,high,114,Homosexual couples should have the right to marry one another.,1,0|5|1,4,1,30,70
marhomo,liberal,high,785,Homosexual couples should have the right to marry one another.,1,5|1|0,3|4,1,15,55
marhomo,liberal,high,877,Homosexual couples should have the right to marry one another.,1,1|0|5,4,1,50,70
marhomo,liberal,high,536,Homosexual couples should have the right to marry one another.,1,5,4,1,3,20
marhomo,liberal,high,166,Homosexual couples should have the right to marry one another.,1,1|5,4|3|2|0|6,1,10,75
marwht,liberal,high,788,Would you be in favor of having a close relative or family member marry a white person?,1,5,2,0,95,85
marwht,liberal,high,667,Would you be in favor of having a close relative or family member marry a white person?,1,8,8,0,20,80
marwht,liberal,high,549,Would you be in favor of having a close relative or family member marry a white person?,1,8,1,0,70,80
marwht,liberal,high,414,Would you be in favor of having a close relative or family member marry a white person?,1,5|1,2|3,0,70,75
marwht,liberal,high,263,Would you be in favor of having a close relative or family member marry a white person?,1,5,1|4,0,99,99
marwht,liberal,high,29,Would you be in favor of having a close relative or family member marry a white person?,1,1|5,2,0,90,90
marwht,liberal,high,568,Would you be in favor of having a close relative or family member marry a white person?,1,1|5|4|8,4|2|3,0,10,60
marwht,liberal,high,906,Would you be in favor of having a close relative or family member marry a white person?,1,5,2,0,74,81
marwht,liberal,high,483,Would you be in favor of having a close relative or family member marry a white person?,1,7|5,4|2,1,90,90
marwht,liberal,high,89,Would you be in favor of having a close relative or family member marry a white person?,1,1|4|5|0,3|2|1|4,0,80,90
marwht,liberal,high,798,Would you be in favor of having a close relative or family member marry a white person?,1,1,8,0,90,95
marwht,liberal,high,473,Would you be in favor of having a close relative or family member marry a white person?,1,1,2,0,80,80
marwht,liberal,high,915,Would you be in favor of having a close relative or family member marry a white person?,1,5|1,2|3,0,50,50
marwht,liberal,high,350,Would you be in favor of having a close relative or family member marry a white person?,1,0,4,0,95,95
marwht,liberal,high,785,Would you be in favor of having a close relative or family member marry a white person?,1,7|5,8,0,85,80
marwht,liberal,high,273,Would you be in favor of having a close relative or family member marry a white person?,1,5,2|5,1,80,80
marwht,liberal,high,709,Would you be in favor of having a close relative or family member marry a white person?,1,5|1,8,0,85,95
marwht,liberal,high,924,Would you be in favor of having a close relative or family member marry a white person?,1,5|1|3,2|3|4,1,90,95
marwht,liberal,high,114,Would you be in favor of having a close relative or family member marry a white person?,1,5,5,0,90,95
marwht,liberal,high,611,Would you be in favor of having a close relative or family member marry a white person?,1,1|5,4,0,50,80
marwht,liberal,high,247,Would you be in favor of having a close relative or family member marry a white person?,1,5|8,4,0,80,70
marwht,liberal,high,166,Would you be in favor of having a close relative or family member marry a white person?,1,5|1,4|3|2,0,95,90
marwht,liberal,high,545,Would you be in favor of having a close relative or family member marry a white person?,1,5,3,0,75,90
marwht,liberal,high,115,Would you be in favor of having a close relative or family member marry a white person?,1,5,2,0,80,75
marwht,liberal,high,54,Would you be in favor of having a close relative or family member marry a white person?,1,1|5,4|2,1,89,98
marwht,liberal,high,877,Would you be in favor of having a close relative or family member marry a white person?,1,1|5,4|2,0,80,80
marwht,liberal,high,20,Would you be in favor of having a close relative or family member marry a white person?,1,8,5|3,0,100,100
marwht,liberal,high,347,Would you be in favor of having a close relative or family member marry a white person?,1,5,5,0,100,100
marwht,liberal,high,463,Would you be in favor of having a close relative or family member marry a white person?,1,5|1,5,0,90,80
marwht,liberal,high,885,Would you be in favor of having a close relative or family member marry a white person?,1,0|1|5|7,0|2|4,0,30,60
pillok,liberal,high,545,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,1|5|6|7|0|8,3|4,0,25,65
pillok,liberal,high,120,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,7,4,0,10,50
pillok,liberal,high,734,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,5,4,0,15,30
pillok,liberal,high,839,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,7|5|0|1|6,3|7|0|4,0,30,65
pillok,liberal,high,273,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,1,4,1,15,50
pillok,liberal,high,483,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,6|1|5,4,1,20,65
pillok,liberal,high,151,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,5,4,0,20,80
pillok,liberal,high,536,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,7|0|6,4,1,1,15
pillok,liberal,high,54,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,5|1|0,3|7|4,1,36,44
pillok,liberal,high,358,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,3|5|0,3|8,0,45,80
pillok,liberal,high,568,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,0,3|8,5|1|0,0,30,60
pillok,liberal,high,877,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,1|3|5,4|8,1,40,65
pillok,liberal,high,915,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,1|6|0|5,3|4|7,0,70,30
pillok,liberal,high,667,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,8,4,1,60,40
pillok,liberal,high,924,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,0,3|4|7,5|1|0,1,20,45
pillok,liberal,high,29,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,5|0,5|4|3,0,30,50
pillok,liberal,high,501,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,5|7|0,4|3,0,61,38
pillok,liberal,high,89,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,3|0,4|2|3,0,30,40
pillok,liberal,high,785,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,5|0|7|1|8,4|3|7,1,20,30
pillok,liberal,high,845,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,1|0|5,7|4|2|3,0,40,30
pillok,liberal,high,20,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,8,4,0,10,90
pillok,liberal,high,114,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,0,6|4|0,1,0,80,60
pillok,liberal,high,247,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,5|8,4,0,40,60
pillok,liberal,high,166,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,5|1|0,4|2|3|7,1,10,65
pillok,liberal,high,925,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,5,4|7|3,0,50,50
pillok,liberal,high,110,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,5|7|1|0|6,4|3|8,1,30,50
pillok,liberal,high,788,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,6|1|0,3|2|8,0,30,60
pillok,liberal,high,347,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,5|1,3,0,55,70
pillok,liberal,high,549,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,8,7,1,30,65
pillok,liberal,high,611,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,5|7,3|4,1,20,70
polabuse,liberal,high,172,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,0|1|6|7,3,0,10,5
polabuse,liberal,high,114,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6|0|1|4,3,1,35,25
polabuse,liberal,high,501,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,5|8,3,0,14,14
polabuse,liberal,high,20,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,3,3,0,25,75
polabuse,liberal,high,611,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6,3,0,60,20
polabuse,liberal,high,358,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,3|6|1,3|2,0,10,20
polabuse,liberal,high,89,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6|7|1|4,2|1|4,1,50,20
polabuse,liberal,high,270,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6|1|3|7|4,3|4|5,0,15,9
polabuse,liberal,high,273,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,1|5,3,0,50,5
polabuse,liberal,high,120,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,4|0|1|6,4|1|6,1,50,20
polabuse,liberal,high,166,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,1|6|0|5|4|7,2|3,0,75,20
polabuse,liberal,high,110,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,3|5,4|1|2|8,0,80,60
polabuse,liberal,high,151,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6,3,0,55,15
polabuse,liberal,high,263,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,1|5|6|0,3|2,0,50,30
polabuse,liberal,high,29,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,0,3|4,0,55,40
polabuse,liberal,high,877,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6|1|5,4|3,1,50,25
polabuse,liberal,high,885,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6|1|5,3,0,75,60
polabuse,liberal,high,849,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6|7,0|3,0,80,25
polabuse,liberal,high,247,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6|3|7,5|7,0,65,30
polabuse,liberal,high,54,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,1|0|7,3,0,60,40
polabuse,liberal,high,347,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,1,5,0,60,50
polabuse,liberal,high,709,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6,3,0,15,10
polabuse,liberal,high,798,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6|8,8,0,50,40
polabuse,liberal,high,521,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6|0|3|1,4,1,30,25
polabuse,liberal,high,788,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,1|7|0,3|4,0,75,55
polabuse,liberal,high,847,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,1,3|2,0,25,11
polabuse,liberal,high,483,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,1|6,3,1,50,35
polabuse,liberal,high,443,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6|0|5|1|3,2|5|3,0,80,20
polabuse,liberal,high,785,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6|7,4|2|3|0,1,65,35
polabuse,liberal,high,253,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6|1,4|3,0,75,45
polattak,liberal,high,501,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,1|6|8,0|1|6|8,1,77,56
polattak,liberal,high,166,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,4|1|0|6,4|1|7|2|0|6,1,95,70
polattak,liberal,high,54,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,0,5|1|6,3|2|6,0,86,88
polattak,liberal,high,709,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,1,0,0,80,75
polattak,liberal,high,803,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,1|6,1,0,95,90
polattak,liberal,high,361,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,5,5,0,80,70
polattak,liberal,high,734,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,0,1,3|2|5,0,45,20
polattak,liberal,high,816,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,8,0,0,100,95
polattak,liberal,high,142,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,3,1|0|5,0,75,75
polattak,liberal,high,29,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,6,3|6,1,75,65
polattak,liberal,high,925,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,0,0|8,3,0,50,50
polattak,liberal,high,667,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,8,8,0,50,50
polattak,liberal,high,877,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,1,8,1,80,70
polattak,liberal,high,120,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,6,3|6|0,0,90,80
polattak,liberal,high,114,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,3|6,3|4,1,90,85
polattak,liberal,high,151,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,8,7,1,90,75
polattak,liberal,high,247,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,8,6,0,60,50
polattak,liberal,high,483,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,3|7,4|1,1,85,70
polattak,liberal,high,878,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,6|3,6,0,90,80
polattak,liberal,high,273,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,1|5,4,1,60,20
polattak,liberal,high,611,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,6,6,0,80,40
polattak,liberal,high,545,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,3|6,3|6,0,95,90
polattak,liberal,high,89,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,3|2|1|6|0|4,3|2|1|6|0|4,1,95,90
polattak,liberal,high,785,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,3|8,8,0,95,95
polattak,liberal,high,788,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,0,1|4,7,0,65,30
polattak,liberal,high,347,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,0,7,3,0,90,70
polattak,liberal,high,839,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,0|3,0|7|2|4|3,0,70,55
polattak,liberal,high,20,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,3,6,1,50,75
polattak,liberal,high,831,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,0,6|8,6,0,100,60
polattak,liberal,high,270,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,6|3|7|1,5|0|7,0,98,95
polescap,liberal,high,273,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,8,6,1,40,65
polescap,liberal,high,463,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,1,1,0,40,20
polescap,liberal,high,501,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,3|8,6|0|1|3,0,18,72
polescap,liberal,high,788,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,1|7|6,2|5|0,0,25,45
polescap,liberal,high,120,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,6|3,1|6,0,90,80
polescap,liberal,high,414,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,3,6,0,75,60
polescap,liberal,high,20,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,3,0,0,25,75
polescap,liberal,high,483,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,6|7,1,0,90,65
polescap,liberal,high,885,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,7|6|1,5|3,1,85,60
polescap,liberal,high,785,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,8,0|1|6,0,95,90
polescap,liberal,high,545,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,8,6|0,1,90,85
polescap,liberal,high,473,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,3,1,0,95,95
polescap,liberal,high,839,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,1|6|3|7|0,1|6|3|7,0,75,60
polescap,liberal,high,831,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,6,8,0,80,50
polescap,liberal,high,925,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,6|0|4,3,0,50,50
polescap,liberal,high,347,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,0,5,0,70,40
polescap,liberal,high,906,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,0,7,0,57,45
polescap,liberal,high,955,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,0,5,0,60,40
polescap,liberal,high,877,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,8,0|7,0,60,50
polescap,liberal,high,816,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,6,3,0,98,80
polescap,liberal,high,247,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,6|8,3,1,70,40
polescap,liberal,high,114,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,6,2,1,60,50
polescap,liberal,high,611,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,3,6,0,60,45
polescap,liberal,high,51,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,6|3|4,4|5,0,80,50
polescap,liberal,high,111,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,1|4,4,1,70,60
polescap,liberal,high,915,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,0|1|7,1|3,1,50,50
polescap,liberal,high,166,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,7,0|1,0,90,55
polescap,liberal,high,29,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,6,3,0,80,50
polescap,liberal,high,678,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,3,0,0,80,70
polescap,liberal,high,89,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,4|5|3,4|0|7|6,1,65,60
polhitok,liberal,high,347,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,0,6|1|7,5,0,85,70
polhitok,liberal,high,473,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6,1|0,0,95,95
polhitok,liberal,high,54,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,0,7|6|0|1,6|3|2,0,75,75
polhitok,liberal,high,501,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,8,0|7|1|3|6,0,44,32
polhitok,liberal,high,521,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6|3,0|4|7|1,1,80,67
polhitok,liberal,high,263,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,0,6|1|0,3|2,0,80,60
polhitok,liberal,high,611,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,8,4|6,0,50,20
polhitok,liberal,high,114,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,1,4,1,60,50
polhitok,liberal,high,788,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,0,0,1|6,0,85,65
polhitok,liberal,high,483,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,3,1|4,0,90,65
polhitok,liberal,high,166,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,3,2|3|0|4|7,1,95,75
polhitok,liberal,high,915,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6|0,6|1|3,1,80,50
polhitok,liberal,high,89,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,0|4|1|2|3|6,0|4|1|2|7|3|6|5,0,80,60
polhitok,liberal,high,925,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,0,6,3,0,50,50
polhitok,liberal,high,29,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6,6|1,1,80,80
polhitok,liberal,high,734,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,0,1|6|4|0,3,0,25,15
polhitok,liberal,high,678,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6,6,0,80,60
polhitok,liberal,high,877,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6|0,5|1|6,1,80,75
polhitok,liberal,high,955,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,0,6|1,4|6|5|3,0,70,55
polhitok,liberal,high,51,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,8,6|3|7,0,80,40
polhitok,liberal,high,151,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,3,0,0,95,70
polhitok,liberal,high,20,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6,6|0,0,25,75
polhitok,liberal,high,536,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6,6,1,100,70
polhitok,liberal,high,247,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6|0,7|1,1,75,45
polhitok,liberal,high,906,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,0,1|7|6,2|3,0,30,28
polhitok,liberal,high,350,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,0,1,6,0,20,10
polhitok,liberal,high,924,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,5,4|1|3|2,0,80,70
polhitok,liberal,high,839,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,6|1|4|0|3|8,7|6|1|4|0|5|3,0,40,15
polhitok,liberal,high,273,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,3,1|4|6|0,1,35,10
polhitok,liberal,high,575,Are there any situations you can imagine in which you would approve of a policeman striking an adult male citizen?,1,4,6,1,60,55
polmurdr,liberal,high,709,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,0|7|4|1,0,0,5,5
polmurdr,liberal,high,788,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,7|6|0,4|1,0,80,55
polmurdr,liberal,high,20,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,1|8,2|3,0,75,25
polmurdr,liberal,high,347,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,1|6,5,0,65,40
polmurdr,liberal,high,473,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,6|3|1,6|3,0,26,40
polmurdr,liberal,high,877,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,7,6,0,60,50
polmurdr,liberal,high,414,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,3|6|1,8,0,35,50
polmurdr,liberal,high,29,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,1,3,0,30,30
polmurdr,liberal,high,247,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,1|6,1|2,0,70,50
polmurdr,liberal,high,602,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,0,6,0,20,10
polmurdr,liberal,high,734,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,6|3|4|1|0,3,0,45,20
polmurdr,liberal,high,273,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,1|6,3,0,30,15
polmurdr,liberal,high,501,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,4|6|8,8,0,28,19
polmurdr,liberal,high,847,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,7|6|0,3,0,10,4
polmurdr,liberal,high,765,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,6|1|0|4|3,7|2,0,5,5
polmurdr,liberal,high,785,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,3|0|1|6|8,8,0,80,40
polmurdr,liberal,high,798,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,6,8,0,65,40
polmurdr,liberal,high,549,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,6|1,5,0,50,40
polmurdr,liberal,high,831,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,0,8,0,70,30
polmurdr,liberal,high,270,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,6|4|3|1|7,6|4|7,0,32,28
polmurdr,liberal,high,483,Would you approve of a policeman striking a citizen who was being questioned as a suspect in a murder case?,0,6,7,0,75,40
